53;प्रयत्नपूर्वक, प्रयत्नतः, प्रयत्न ले;प्रयत्नका साथ  कुनै पनि  काम प्रयत्नपूर्वक गर
54;अनावरण, अनाच्छादन;कुनै वस्तु,कुरा आदिबाट आवरण हटाउने काम  गृहमन्त्रीले गान्धीजीको  प्रतिमा अनावरण गरे
55;null;nullnull
56;null;nullnull
57;उद्घाटन;कुनै ठुलो समारोह,सम्मेलन आदिको महत्त्व र गौरव बढाउका लागि कुनै महान मानिसद्वारा उनको कार्य  शुभारम्भ गरिने काम  यस विश्वविद्यालयको उद्घाटन महामहिम राष्ट्रपतिले गर्नुहुन्छ
58;null;nullnull
59;रहस्योद्घाटन, रहस्य प्रकाशन, रहस्य प्रकटन, रहस्य प्रगटन;कुनै रहस्यलाई उद्घाटित गर्ने कार्य  नेताजी सुभाष चन्द्र बोस  अचानक लापता भएको रहस्योद्घाटन आजसम्म भएन
60;अव्यवस्थित, व्यवस्थाहीन,लथालिङ्ग, छरप्रस्ट;जेचाहिँ व्यवस्थित छैन  श्याम अव्यवस्थित कोठालाई व्यवस्थित गर्दै छन्
61;निरङ्कुश, स्वेच्छाचारी, अप्रतिबन्धित, मनमोजी, मनमौजी, स्वच्छन्द, अत्याचारी, अन्यव्रत, अप्रतिबद्ध, अबद्ध;जसका लागि कुनै अङ्कुश या रोकावट हुँदैन  हिटलर एकजना निरङ्कुश शासक थिए
62;अन्धानुकरण, भीड़ानुगमन;कुनै सो विचार नगरी कुनै कुरा या व्यक्तिलाई गरिने अनुकरण  आजको युवा पीढ़ी पाश्चात्य सभ्यतालाई अन्धानुकरण गर्दै छन्
63;अनुकूलता, अप्रतिकूलता, अविरुद्धता;अनुकूल हुने अवस्था या भाव  अनुकूलता भएमा काम गर्न सजिलो हुन्छ
64;दयालुता, सहृदयता, अनृशंसता, कृपालुता, दयावानता, दयावन्तता, दयाशीलता, करुणामयता;दयालु हुने अवस्था या भाव  दयालुता सज्जन पुरुषको आभूषण हो
65;null;nullnull
66;सामञ्जस्य, तालमेल, ताल-मेल;उपयुक्त र ठिक संयोग या मेल  आपस्तको सामञ्जस्यद्वारा कठिनभन्दा कठिन कार्य पनि सम्भव हुन्छ
67;प्रारम्भ, आरम्भ, आरम्भ, सुरुवात, शुरुआत, शुरुवात, प्रारंभ, प्रारम्भ, श्रीगणेश, शुरू, अभ्युदय;कुनै काम, कुरा आदि सुरु हुने वा गर्ने  क्रिया  आउनुहोस् यो नयाँ कार्यको प्रारम्भ गर्यौं
68;नग्नता, नाङ्गोपन,छाडापन,परिधानहीनता;नाङ्गो हुने अवस्था या भाव  आजको फिल्म नग्नताले भरिएको थियो
69;null;nullnull
70;null;nullnull
71;छर्लङ्ग, स्पष्टता, छ्याङ्ग, प्रष्ट;स्पष्ट हुने अवस्था या भाव  समस्याका कारण छर्लङ्ग भएपछि मात्र हामी यसको समाधान गर्न सक्छौं
72;गोपनीयता, गुप्तता, गुह्यता, गोप्यता;गोपनीय हुने अवस्था या भाव  यस रहस्यको गोपनीयतालाई लुकाई राख
73;null;nullnull
74;प्रतिकूलता, विपरीतता, विरुद्धता, अननुकूलता;प्रतिकूल हुने अवस्था या भाव  प्रतिकूलताले कुनै पनि कार्यलाई जटिल बनाइदिन्छ
75;null;nullnull
76;रक्तदान, रगत दान, रुधिरदान, रक्त दान, रुधिर दान;रगत दिने काम  श्यामले अस्पताल गएर रक्त दान गर्यो
77;विस्गति, विषमता, असंगति, असंगतता, विसंगतता, अनुपत्ति;असङ्गत हुने अवस्था या भाव  कामका बेला आउने विसङ्गतिलाई हटाएर  काममा द्रूतता ल्याउन सकिन्छ
78;मिलन, मिलाप, मिलान, समन्वय, संयोग, अभिसार, वस्ल;मिल्ने क्रिया या भाव  नाटक समाप्तिपछि नायक र नायिकाको मिलन भयो
79;असामञ्जस्यता, सामञ्जस्यहीनता;सामञ्जस्य का अभाव  असामञ्जस्यता उन्नतिमा बाधक हुन्छ
80;सानो भाइ, भाइ, अनुज, अनुभ्राता;त्यो भाइ जुनचाहिँ उमेरमा सानो छ  हिमाल मेरो  सानो भाइ हो
81;भाइ, भ्राता, अनुज;एउटै माता-पिताबाट उत्पन्न वा कुनै वंशका  कुनै पीढीका  व्यक्तिका लागि  मातृ वा पितृकूलको त्यही पिढीका अर्का व्यक्ति वा जसलाई  धर्म, समाज, कानुन आदिको आधारमा  भाइको स्थन प्राप्त भएको छ  श्याम मेरो  काकाको छोरो भाइ हो
82;दाजु, अग्रज, अग्रजन्मा;त्यो भाइ जसले पहिले नै जन्मिएको हुन्छ  श्यामको दाजु अध्यापक छन्
83;अनुत्तीर्ण, फेल;जो परीक्षामा उत्तीर्ण भएको  हुँदैन  रोहन परीक्षामा अनुत्तीर्ण भयो
84;उत्तीर्ण, पास;जो परीक्षामा सफल भएको हुन्छ  उत्तीर्ण परीक्षार्थीहरूलाई  पुरस्कृत गरिन्छ
85;अनुपस्थित, गैरहाजिर, अविद्यमान, अप्रस्तुत, अप्राप्त;जो सामुमा, उपस्थित या उपलब्ध हुँदैन  आज श्याम कक्षामा अनुपस्थित थियो
86;उपस्थित, हाजिर, विद्यमान, प्रस्तुत;छेउमा बसेको,अगाडि आएको वा छेउमा आएको  आज कक्षामा दसजना छात्र उपस्थित थिए / कोठाका सबै चीज आफ्नो ठाउँ यथावत थियो
87;null;nullnull
88;वर्तमान,अभूत, हाल;जे चाहिँ यस बेला हुँदै छ  या  चलिरहेको छ  वर्तमान समयलाई उपयोग गर, किनभने बितेको समय फिर्ता आउँदैन
89;अनुपात, दर;मान,माप,उपयोगिता आदिको तुलनाको विचारले एउटा वस्तु अर्को वस्तुसित रहने सम्बन्ध या अपेक्षा  पुस्तकका लागि लेखकले दुई प्रतिशतको अनुपातले रोयल्टी भेटिरहेको छ
90;null;nullnull
91;अनुबन्ध,समझौता,बुझाबुझी, कुराकानी;कुनै काम गर्नका लागि दुई पक्षमा हुने विवाद  या समझौता  दुई पक्षका बीच के अनुबन्ध भयो भने उनीहरू एक-आपसका विषयमा हस्तक्षेप गर्दैनन्
92;सम्झौता,बुझाबुझी;लेन-देन,व्यवहार,झगडा,विवाद आदिका सम्बन्धमा सबै पक्षमा आपसमा हुने सम्झौता  कश्मीर मुद्धामा भारत पाक सम्झौताको आवश्यक छ
93;ठेका, ठिका,ठीका, संविदा;केही धन आदिका सट्टामा कसैको कुनै काम पूरा गर्न लिएको जिम्मा  उसले सडक बनाउने ठेका भेट्टायो
94;सौदा, मोल-भाव, मोल भाव, मोलभाव, मोल-तोल, मोल तोल, मोल;किन्ने-बेच्ने या लेन-देनको बात-चीत या व्यवहार  सौदा नगरिकन कुनै पनि सामान किन्नुहुँदैन
95;जिम्मेदारी, जिम्मेवारी, जिम्मावारी, जिम्मादारी, जिम्मा, ठीका, ठेका, गारन्टी, उत्तरदायित्व, दायित्व, जवाबदेही, भार, बोझ;कुनै कार्य,विषय या कुराको लिइने भार  यो काम गर्ने जिम्मेदारी कसले लिन्छ
96;व्यापार, रोजगार, व्यवसाय, सौदागरी, विपणन, वणिक कर्म, वाणिज्य;चीज बनाउने या किन्ने र बेच्ने काम  रामको कडा मेहनतले उसको व्यापार दिन-रात फल्दै फुल्दै छ
97;अनुभव, तजुरबा, तजरबा, तजरुबा, तजुर्बा, तजर्बा;त्यो ज्ञान जो कुनै काम या प्रयोग गर्दा प्राप्त हुन्छ  उसलाई यस कामको अनुभव छ
98;सम्झना, स्मृति,याद,सुध,सुधि,ध्यान,ख्याल;त्यो ज्ञान जो स्मरण शक्तिद्वारा एकत्र या प्राप्त हुन्छ  बाल्यकालको सम्झना हुँदै मन प्रसन्न हुन्छ
99;ज्ञान,जानकारी,प्रतीति,अधिगम;वस्तु र विषयका ती जानकारी जुनचाहिँ मन या विवेकलाई हुन्छ  उसलाई संस्कृतको राम्रो ज्ञान छ
100;अनुभवी, जानकार, परिपक्व, खारिएको;अनुभव राख्ने या जसलाई कुनै काम,वस्तु आदिको अनुभव हुन्छ  यस कामका लागि एकजना अनुभवी व्यक्तिको आवश्यकता छ
101;भुक्तभोगी, भोगी;जसले भोगिसकेको छ  या भोग्नेवाला छ  अचेल रेलमा आरक्षण भेट्न कति मुश्किल छ भने यो त  भुक्तभोगी व्यक्तिले मात्र जान्दछन्
102;null;nullnull
103;अनुभूति,संवेदना,संज्ञा,अनुभव;यस्तो मानसिक व्यापार जसको बाहिरी प्रतिक्रिया त हुँदैन तर पनि जसलाई सुख-दुखको अनुभव हुन्छ  कहिलेकाँही भविष्यमा घटित हुने घटनाको अनुभूति भइदिन्छ / बेसुर शरीरको अनुभूति शून्य हुन्छ
104;मनोभाव, मानसिक भाव, मनोभावना, मनोविकार, मनोवेग, भाव;मनमा उत्पन्न हुने भाव या कुनै विचार  मनोभावमाथि नियन्त्रण गर्न कठिन हुन्छ/ मनमा तरह-तरहका भाव आउँछन्
105;अनुमति, अनुज्ञा, अभिमति, आज्ञा, स्वीकृति;कुनै काम गर्नुभन्दा पहिला उसका बारेमा ठुलाबाट पाइने या लिइने स्वीकृति जुनचाहिँ धेरै थोक आज्ञाका रूपमा हुन्छ  ठुला-बडाको अनुमति बिना कुनै पनि काम गर्नुहुँदैन
106;स्वीकृति, मञ्जुरी, अनुज्ञप्ति;स्वीकार गर्ने क्रिया या भाव  भारत सरकारले  यस परियोजनालाई  चालू गर्न आफ्नो स्वीकृति दिसक्यो
107;अनुमान, अन्दाज, अटकल, अनुमिति;आफ्नो मनसित बुझ्ने क्रिया या भाव कि यस्तो हुन सक्छ या हुन्छ  कहिलेकाँही अनुमान गलत पनि हुन जान्छ
108;कल्पना, कल्पना शक्ति, फन्टासी;त्यो शक्ति या भाव जसले चाहिँ मनमा नयाँ,अनौठो आदि कुराको स्वरूपलाई उपस्थित गराउँछ  मूर्तिकारको कल्पनाले पत्थरलाई कुँदेर मूर्त रूप प्रदान गर्छ
109;अनुमोदन, समर्थन;कसैले गरेको काम काम या सामुन्ने राखिएको सुझावलाई  सही मानेर आफूले दिएको स्वीकृति  हामी यस प्रस्तावलाई अनुमोदन गर्छौं
110;वाहवाह, अनुमोदन, आमोदन;कुनै कुरा,सुझाव आदिमाथि प्रसन्नता प्रकट गर्ने क्रिया या भाव  मेरो वक्तव्यमा उसको वाहवाह देखावटी हो
111;विरोध,प्रतिरोध, छेकाइ, रोकावट;कुनै कार्य आदिलाई रोक्न त्यसको विपरीत केही गर्ने क्रिया या कुनै काम जसलाई हामीले नचाहँदै विपरीतमा केही गर्ने क्रिया  रामको विरोध हुँदाहुँदै पनि मैले चुनाव लडेको छु
112;उभयचर, जल-स्थलचर, जलथली;जुन जल र स्थल दुवैमा रहन सक्छ  भ्यागुतो एउटा उभयचर प्राणी हो
113;आसक्त, मुग्ध, मोहित;कसैप्रति अत्यधिक अनुरक्त हुनु  सांसारिक वस्तुले मनलाई आसक्त गरेर क्षणिक सुख  मात्र दिलाउँछ
114;निष्ठावान, आस्थावान, भक्ति भावापन्न;कसैप्रति निष्ठा, श्रद्घा वा भक्ति राख्ने  तुलसीदास भगवान रामप्रति निष्ठावान थिए
115;कर्मी, कामकाजी, काम-काजी, कारबारी, उद्योगी, अभिक्रान्ती;काम या उद्योगमा लागिरहने  मेरी आमा एकजना कर्मी महिला हैं
116;null;nullnull
117;भक्ति, श्रद्घा;देवी-देवता वा ईश्वरप्रति रहने  विशेष प्रेम  ईश्वरप्रति भक्ति हुनुपर्छ
118;अनेक, कैयौं, विविध, नाना, एकाधिक, अनेकानेक, तमाम;एकभन्दा बढी  भारतमा अनेक भाषा बोलिन्छ
119;null;nullnull
120;null;nullnull
121;null;nullnull
122;प्रतिरूपी, अनुरूपी, समरूपी;जुनचाहिँ कसैको प्रतिरूप होस् या जुन रूप,आकार आदिमा एकै जस्तो हुन्छ  उसले तीनवटा प्रतिरूपी मूर्ति किन्यो
123;अनुसार, माफिक, मुताबिक, अनुकूल;कसैको विचार या की दृष्टिले  ऊ मेरो अनुसार काम गर्न चाहँदैन
124;null;nullnull
125;अनुरोध,आग्रह, बिन्ती;कुनै कुराका लागि विनयपूर्वक गरिने हठ  कसैको अनुरोधलाई नकार्नु राम्रो कुरा होइन
126;null;nullnull
127;प्रार्थना, अनुरोध, अनुनय, अभ्यर्थना, अभ्यर्थन, विनती, याचना, निवेदन, विनय, अभियाचन;कसैबाट केही गराइमाग्न नम्रतापूर्वक गरिएको निवेदन  चपरासीले छुट्टीका लागि अधिकारीसित प्रार्थना गर्यो
128;याचिका, अनुरोध पत्र, आवेदन, दरख्वास्त, याचना-पत्र;त्यो पत्र जहाँ कसैबाट केही याचना गरिएको हुन्छ  उसको याचिका न्यायालयद्वारा खारिज गरियो
129;null;nullnull
130;अनुदित कृति, अनुदित कृति, अनुवादित कृति, भाषान्तरित कृति;अनुवाद गरिएको कृति  यो राष्ट्रपतिको अङ्ग्रेजी पुस्तकको अनुदित कृति हो
131;व्याख्या, आख्या, अनुवाद, भाव विस्तार;कुनै कठिन वाक्य आदिका अर्थको स्पष्टीकरण  संस्कृत श्लोकहरूको व्याख्या सबैका सामर्थ्यको कुरा होइन
132;विनिमय व्यापार, विनिमय लेन-देन;यस्तो व्यापार जसमा एउटा वस्तुको सट्टा अर्को वस्तु दिइन्छ या वस्तुहरूको लेन-देन गरिन्छ  राम विनिमय व्यापार गर्छ
133;कार्य आरम्भ, कार्यारम्भ, कार्य आरम्भ, कार्यारम्भ, काम सुरू, काम थालनि;कुनै  कार्य  आरम्भ हुने क्रिया  मेरा हजुरबा जुन कार्य आरम्भ गर्नुहुन्छ, त्यसलाई पूरा गरेर मात्र बिसाउनुहुन्छ
134;धर्म-कर्म, धर्म कर्म, धार्मिक कृत्य, धर्म काज, धार्मिक कार्य, अनुष्ठान, धार्मिक कर्म, धार्मिक-अनुष्ठान, धार्मिक अनुष्ठान;यस्तो कर्म जो धर्मसित सम्बन्धित छ  महात्मा मानिस धर्म-कर्ममा लीन छन्
135;null;nullnull
136;null;nullnull
137;null;nullnull
138;अनुसन्धान, शोध, गवेषणा, अनुसंधान, अन्वीक्षण, अन्वेषण, अन्वेषणा;कुनै विषयको राम्ररी अनुशीलन गरेर त्यसका सम्बन्धमा नयाँ कुरा या तथ्यलाई टुङ्गो लगाउने क्रिया  रोबोट वैज्ञानिक अनुसन्धानको देन हो
139;खोज, अनुसन्धान, तलास;कुनै चीज पाउन या देख्न टुङ्गो लगाउने क्रिया त्यो कहाँ छ अनि कसरी छ  कोलम्बसले अमेरिकाको खोजी गरेका थिए
140;अनुकृत, अमौलिक;कसैको अनुकरणमा बनाइएको  यो एउटा अनुकृत रचना हो
141;चिन्तन, मनन, विचारण, अनुशीलन, सोच-विचार, चिंतन-मनन, चिन्तन-मनन;विचार गर्ने क्रिया या भाव  निकै चिन्तनपछि हामीले समस्याको हल निकाल्यौं
142;null;nullnull
143;विरक्ति, वैराग्य, बैराग, वैराग, बैराग्य, विरति, उचाट, उच्चाट;सांसारिक सुख-भोगले तृप्ति भएकाले त्यतातिर  प्रवृत्ति नहुने अवस्था या भाव  उसलाई देश दुनियासित विरक्ति लागेको  छ / मन उराठ भएको छ
144;null;nullnull
145;अनूदित, अनुवादित, अनुदित, भाषांतरित, भाषान्तरित;अनुवाद गरिएको  यो महाश्वेता देवीको अनुदित कृति हो
146;मौलिक कृति, मूल कृति, मौलिक रचना;त्यो रचना जो कसैको अनुवाद,नकल या आधारमा होइन बरू आफ्नो उद्भावनाबाट निकलिएको हुन्छ  गोदान प्रेमचन्दको मौलिक कृति हो
147;खबर, सन्देश, समाचार, संवाद, संबाद, सम्वाद, सम्बाद;कुनै उद्देश्यले भनिएको या कहलाइएको या लिखित या साङ्केतिक कुनै महत्त्वपूर्ण कुरा  आफ्नो भाइको बिहेको खबर सुनेर ऊ फूला नहीं समाया
148;साहित्यिक कृति, रचना, साहित्यिक रचना;साहित्यसित सम्बन्धित कृति  तुलसीदासको राम चरित मानस विश्व प्रसिद्ध साहित्यिक कृति हो
149;स्पष्टीकरण, अध्याहार;जुन कुरा स्पष्ट हुन बाँकी रह्यो, त्यसलाई यस प्रकारले स्पष्ट गर्ने क्रिया जसद्वारा अरूको भ्रम हट्यो  विपक्षले सरकारसित उनीहरूको आर्थिक नीति प्रस्तावमा  स्पष्टीकरण माग्यो
150;क्रिया, क्रियापद;व्याकरणमा त्यो शब्द जसद्वारा कुनै व्यापार हुनु या गरिनु सूचित हुन्छ  यस अध्यायमा क्रियामाथि छलफल गरिन्छ
151;आरम्भ, आरंभ, शुरुआत, प्रारंभ, प्रारम्भ, आदि;कुनै कार्य, घटना, व्यापार आदिको पहिलो अंश या भाग  आरम्भ ठिक छ भने अन्त्य पनि ठिक हुन्छ
152;एकताहीन, असङ्गठित, सङ्गठनहीन, छरपटिएको, भताभुङ्ग भएको;जसमा एकताको अभाव हुन्छ  एकताहीन समाजले विकास गर्न सक्दैन
153;अखाद्य वस्तु, अखाद्य पदार्थ;त्यो वस्तु जो खानका लागि योग्य छैन  उसने अखाद्य वस्तुलाई फोहोरको डिब्बामा हालिदियो
154;null;nullnull
155;null;nullnull
156;परजन, पराइ, परदेशी;आफ्नो कुटुम्ब या समाजदेखि बाहिरको व्यक्ति  परजनको पनि आदर गर्नुपर्छ
157;null;nullnull
158;वैकल्पिक, विकल्पयुक्त, विकल्पी, ऐच्छिक;ती दुई या कैयौंबाट कुनै एक जसलाई आफ्नो इच्छाले ग्रहण गर्न सकियोस्  प्रश्न पत्रमा दुइटा अनिवार्य र चारवटा वैकल्पिक प्रश्न छन्
159;आविष्कार, निकल्याइ;कुनै नयाँ वस्तु तयार गर्ने या नयाँ कुरा खोजी निकाल्ने  क्रिया जुन पहिले कसैलाई थाहा भएको हुँदैन  संगणक आविष्कारले समाजमा निकै ठुलो परिवर्तन ल्याइदियो
160;विकलाङ्ग, अपाहिज, अंगहीन, अपंग, अपाहज, निपंग;जसको हात-खुट्टा या शरीरको कुनै  अङ्गमा विकृति भएको हुन्छ  हामीले विकलाङ्ग व्यक्तिलाई  मदद गर्नुपर्छ
161;null;nullnull
162;निजी, आफ्नो, स्वकीय, स्वायत्त, आत्म;जो निजको या आफ्नो हो या जसमा आफ्नो अधिकार हुन्छ  यो मेरो निजी सम्पत्ति हो
163;null;nullnull
164;मौलिक, स्वकृत, स्वरचित, मूल, अननुकृत;जुन कसैको अनुवाद,नकल, आधारमा नभएर,आफ्नो उद्भावनाबाट निक्लिएको हो  यो मेरो मौलिक रचना हो
165;नातेदार, रिश्तेदार, सम्बन्धी, स्वजन, बान्धव, अजीज, अनुबन्धी;त्यो व्यक्ति जोसित कुनै साइनो हुन्छ  मेरो एक जना नातेदार दिल्लीमा बस्छन्
166;वैयक्तिक, व्यक्तिगत, निजी, आफ्नो, व्यक्तिगत;कुनै व्यक्तिसित सम्बन्ध राख्ने  यो मेरो वैयक्तिक विषय हो
167;स्वजनीय, आत्मजनीय;जो आफूसित सम्बन्धित छ या आफ्नो हो  यो स्वजनीय विषय हो
168;स्वदेशीय, देशी, देसी, स्वदेशी, देशीय, देशज;जुन आफ्नो देशमा उत्पन्न या बनिएको हो  स्वदेशीय वस्तुको प्रयोग गर्नुपर्छ
169;स्वपक्षीय, अपना, स्वपक्षी;जो आफ्नो पक्षसित सम्बन्धित छ या आफ्नो पक्षको हो  यो स्वपक्षीय विषय हो
170;बदनामी, अपकीर्ति, अपयश, अकीर्ति, अपनाम, अयश, कुप्रसिद्धि, कुख्याति, अपकीरति, अपकृति, अपजस, दुर्नाम, अपलोक, अप्रतिष्ठा, अभिशस्ति;कुख्यात हुने अवस्था या भाव  डाकूको रूपमा रत्नाकर जति बदनामी भए,त्योभन्दा अधिक ऋषि वाल्मीकिका रूपमा प्रसिद्धि भए
171;null;nullnull
172;null;nullnull
173;null;nullnull
174;null;nullnull
175;अपवाद, व्यतिक्रम;त्यो कुरा, शब्द, तत्त्व आदि जो कुनै व्यापक या सामान्य नियम आदिको विरुद्ध हुन्छ  यस नियमको केही अपवाद पनि छन्
176;असंज्ञेय अपराध, अबोधगम्य अपराध;त्यो अपराध जो बोधगम्य छैन बरू अन्जामा भइगयो  मद्वारा एउटा असंज्ञेय अपराध भयो
177;अपराधी, अपराध कर्ता, कसूरवार, गुनहगार, गुनाहगार, गुनाहकार;त्यो जसले कुनै अपराध गरेको छ  दुई जना अपराधी पुलिस झडपमा मारिए
